% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
188, 203, 2150, 153, 121, 6.19, 16.77, 38701, 18975, 2.40, 2.40, 2.40, 0.00, 0.20, 9.38, 13.57, 221.16, 382.63, 1.0, 174, 1101199, 78
4, 1, 568, 44, 37, 2.40, 1.80, 61422, 47876, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.00, 172.80, 179.60, 1.2, 5922, 1848787, 89
0, 0, 3017, 266, 130, 0.40, 0.40, 20466, 111084, 0.00, 0.00, 0.00, 0.00, 0.20, 2.20, 2.20, 33.27, 116.03, 2.2, 521, 1023338, 91
40, 10, 7969, 450, 283, 8.60, 17.60, 297948, 79757, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 5.60, 584.20, 791.60, 6.6, 2397, 1372435, 56
0, 0, 216, 32, 27, 0.20, 0.20, 3001, 23146, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.60, 15.80, 19.40, 1.0, 925, 1742603, 98
40, 23, 5016, 469, 356, 2.20, 2.99, 174025, 440935, 40.72, 85.83, 136.33, 215.57, 1.80, 24.55, 66.87, 145.91, 317.56, 1.4, 133, 991666, 64
1, 0, 534, 72, 56, 0.20, 0.20, 1687, 20954, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 20.60, 17.00, 3.0, 1314, 1713731, 98
2, 1, 1738, 144, 72, 0.60, 2.00, 176182, 20310, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 1.80, 39.72, 60.28, 1.0, 557, 1093573, 93
3, 1, 2363, 154, 102, 1.00, 1.20, 103610, 33127, 0.00, 0.00, 0.00, 0.00, 0.20, 2.20, 3.20, 79.40, 124.80, 1.0, 586, 1033074, 90
0, 0, 1364, 69, 62, 0.20, 0.20, 1972, 16209, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 15.80, 17.40, 1.6, 690, 1734606, 96
0, 0, 1122, 125, 70, 0.20, 0.20, 237010, 233482, 0.00, 0.00, 0.00, 0.00, 0.00, 8.60, 10.80, 15.60, 28.20, 3.4, 1917, 1747221, 94
4, 0, 1511, 87, 61, 1.20, 3.60, 28598, 3684, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 11.20, 54.00, 122.00, 2.0, 409, 1382992, 94
25, 7, 2221, 195, 84, 4.80, 6.00, 328178, 167211, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 4.00, 253.20, 355.20, 4.6, 1187, 1560675, 89
11, 0, 4669, 536, 460, 8.38, 2.40, 389919, 19976, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 4.39, 427.35, 614.97, 3.4, 4130, 1720584, 74
1, 0, 239, 28, 23, 0.60, 0.60, 11276, 6283, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.40, 63.80, 1.0, 437, 1757280, 97
1, 0, 775, 72, 45, 0.20, 0.40, 95931, 13822, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 27.45, 27.86, 1.0, 761, 1043072, 96
71, 50, 2990, 419, 300, 1.40, 2.20, 360025, 61354, 13.40, 34.80, 103.80, 154.80, 1.40, 63.40, 82.00, 124.20, 345.40, 3.8, 315, 985166, 79
0, 0, 2334, 76, 110, 0.20, 0.20, 4703, 14345, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 15.60, 18.60, 2.4, 1393, 1725040, 96
60, 78, 237, 36, 25, 0.20, 0.20, 8085, 8482, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 19.60, 24.20, 1.0, 8509, 1837342, 97
3, 1, 888, 52, 60, 1.40, 0.80, 17442, 25811, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 67.60, 99.20, 1.0, 2091, 1072318, 95
5, 3, 1065, 102, 86, 0.40, 0.60, 8540, 27168, 0.00, 0.00, 0.00, 0.00, 0.20, 0.80, 0.80, 34.00, 75.40, 1.3, 1549, 1023907, 95
0, 0, 897, 101, 53, 0.60, 0.80, 400470, 287614, 2.40, 3.60, 3.60, 0.00, 2.40, 0.00, 0.00, 41.60, 58.80, 2.8, 341, 1760334, 92
35, 10, 6454, 468, 156, 6.20, 14.20, 169118, 55350, 7.60, 19.40, 59.40, 114.00, 4.80, 4.60, 7.00, 421.60, 630.80, 8.4, 161, 1301640, 63
9, 1, 1239, 95, 73, 0.60, 0.80, 44883, 18876, 1.20, 1.20, 1.20, 0.00, 1.20, 7.82, 8.82, 58.92, 88.78, 3.0, 336, 1058588, 94
9, 1, 2707, 183, 125, 0.20, 0.20, 36566, 35855, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 1.40, 18.20, 28.20, 3.0, 1282, 1058850, 94
1, 0, 591, 21, 21, 1.40, 7.80, 12275, 45375, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 86.60, 109.40, 1.2, 6969, 1859427, 95
14, 2, 4407, 228, 211, 1.00, 1.20, 46198, 34261, 1.20, 1.20, 1.20, 0.00, 1.00, 13.60, 17.20, 82.40, 151.40, 2.0, 420, 1065842, 84
2, 0, 944, 71, 288, 2.00, 2.00, 78629, 86668, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.00, 194.40, 160.40, 1.6, 2471, 1820541, 83
4, 1, 487, 45, 24, 2.20, 2.20, 98727, 64366, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 3.60, 207.80, 176.40, 1.0, 7553, 1865453, 88
22, 29, 792, 71, 40, 0.20, 0.20, 11629, 55572, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.4, 6796, 1853318, 96
8, 1, 2091, 237, 165, 2.20, 4.00, 127579, 86009, 0.00, 0.00, 0.00, 0.00, 0.00, 5.80, 6.00, 164.40, 214.00, 844, 87, 11, 0
2, 0, 537, 96, 39, 0.20, 0.20, 114833, 115848, 0.00, 0.00, 0.00, 0.00, 0.00, 7.20, 8.40, 20.40, 50.20, 3.2, 704, 1744550, 96
1, 0, 3290, 360, 240, 0.60, 0.60, 49705, 52288, 7.58, 10.18, 10.18, 0.00, 2.79, 2.20, 3.19, 55.89, 60.88, 5.0, 163, 1098061, 85
2, 1, 3503, 268, 139, 1.00, 3.79, 15539, 23163, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 58.28, 81.84, 4.8, 613, 1093443, 89
1, 0, 304, 58, 46, 0.20, 0.20, 1397, 10710, 1.80, 2.00, 2.00, 0.00, 0.20, 0.00, 0.00, 16.80, 20.80, 1.2, 225, 1759638, 98
54, 29, 2360, 267, 144, 1.20, 1.80, 193935, 41415, 0.00, 0.00, 0.00, 0.00, 0.00, 5.39, 5.79, 75.65, 345.31, 1.0, 1112, 963759, 82
2, 1, 1232, 158, 78, 0.20, 0.20, 164699, 137104, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 1.80, 16.00, 25.60, 4.2, 1813, 1558149, 96
6, 4, 3254, 370, 171, 1.60, 3.40, 60838, 37427, 3.00, 11.60, 36.60, 77.80, 1.20, 2.60, 7.20, 149.80, 235.20, 2.0, 181, 1068232, 86
14, 12, 3259, 198, 92, 2.20, 3.80, 234635, 300332, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 294.20, 232.00, 5.0, 2677, 1605075, 83
41, 59, 2408, 434, 188, 0.60, 0.60, 544624, 738665, 0.00, 0.00, 0.00, 0.00, 0.00, 24.20, 24.60, 30.40, 81.40, 3.2, 565, 1042760, 88
60, 68, 4080, 602, 525, 3.78, 1.79, 378975, 255371, 5.58, 7.57, 7.57, 0.00, 2.99, 12.15, 14.74, 206.18, 391.04, 1.6, 249, 1074040, 78
158, 52, 2354, 331, 248, 4.00, 3.80, 343227, 191826, 8.80, 35.60, 35.60, 0.00, 1.80, 2.80, 3.40, 235.80, 498.80, 1.0, 222, 986966, 81
15, 5, 2715, 283, 180, 0.20, 0.20, 40059, 37693, 0.00, 0.00, 0.00, 0.00, 0.40, 2.20, 2.20, 24.60, 62.80, 1.0, 641, 1077050, 92
2, 1, 170, 15, 16, 0.20, 0.20, 11638, 8714, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.20, 15.60, 17.20, 1.2, 7247, 1847131, 98
43, 56, 1826, 118, 95, 0.80, 0.80, 18516, 28681, 0.00, 0.00, 0.00, 0.00, 0.00, 12.57, 13.17, 135.53, 131.54, 1.0, 836, 964444, 90
34, 47, 1310, 87, 89, 0.60, 2.20, 111704, 74598, 0.00, 0.00, 0.00, 0.00, 0.00, 10.58, 19.76, 49.30, 79.04, 1.0, 616, 1073293, 92
1, 0, 146, 9, 9, 0.20, 0.20, 986, 3941, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.60, 16.80, 1.0, 7203, 1847472, 99
18, 4, 1419, 126, 111, 2.40, 3.20, 58634, 30159, 34.20, 74.40, 112.80, 225.60, 4.00, 32.00, 40.40, 192.20, 363.00, 2.6, 126, 966930, 83
1, 0, 510, 85, 58, 0.20, 0.20, 1802, 5367, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 22.80, 17.60, 2.2, 406, 1717720, 96
3, 1, 1298, 80, 56, 0.60, 0.60, 141608, 21016, 2.60, 6.20, 57.80, 131.80, 0.20, 14.60, 28.80, 167.00, 119.40, 1.0, 120, 1062837, 91
3, 2, 6960, 750, 803, 0.80, 2.20, 335321, 50376, 2.20, 2.80, 2.60, 0.00, 1.80, 19.40, 37.20, 61.00, 147.60, 1.7, 280, 1024984, 75
22, 1, 3985, 111, 89, 5.00, 7.20, 77540, 14371, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 256.00, 387.80, 3.0, 1941, 1533075, 82
36, 52, 881, 82, 93, 0.20, 0.20, 115750, 107755, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.20, 24.40, 2.4, 1581, 1537800, 95
39, 1, 3080, 712, 165, 11.00, 10.20, 216458, 176871, 24.20, 130.80, 348.20, 720.80, 2.20, 43.40, 69.80, 568.40, 1051.20, 6.4, 119, 1744413, 55
0, 0, 1494, 90, 54, 0.20, 0.20, 2782, 6131, 0.40, 0.40, 0.40, 0.00, 0.00, 0.60, 0.60, 15.60, 18.40, 2.0, 150, 1718720, 96
2, 0, 2798, 145, 120, 0.40, 1.80, 26499, 36460, 0.20, 0.20, 0.20, 0.00, 0.20, 2.59, 2.59, 32.34, 95.01, 3.6, 306, 1079321, 90
8, 2, 3488, 273, 134, 6.00, 5.00, 101956, 53951, 0.00, 0.00, 0.00, 0.00, 0.00, 6.80, 10.60, 246.60, 430.40, 1.8, 427, 1008350, 81
74, 83, 2313, 310, 162, 1.80, 3.20, 324311, 131691, 0.00, 0.00, 0.00, 0.00, 0.40, 31.00, 40.40, 122.00, 441.40, 5.0, 848, 1017496, 78
2, 1, 1092, 80, 64, 0.60, 0.60, 152586, 85234, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.40, 50.60, 64.80, 2.4, 6604, 1852661, 93
11, 3, 2311, 197, 96, 1.40, 1.40, 142319, 28945, 5.80, 8.20, 31.00, 47.40, 1.40, 2.20, 10.60, 79.00, 119.60, 2.5, 142, 1112250, 87
14, 9, 2521, 167, 99, 1.20, 2.00, 95741, 40725, 0.00, 0.00, 0.00, 0.00, 0.20, 3.20, 5.80, 113.60, 238.60, 1.6, 1419, 963726, 85
12, 5, 943, 78, 161, 1.40, 4.20, 169313, 185587, 2.60, 2.60, 2.60, 0.00, 1.00, 1.20, 2.20, 47.20, 87.60, 186, 91, 9, 0
44, 56, 2303, 246, 153, 2.20, 4.40, 1225925, 1104543, 0.80, 0.80, 1.00, 1.20, 0.20, 11.60, 12.00, 116.20, 244.80, 1.7, 174, 1015101, 84
39, 54, 1231, 136, 124, 1.00, 0.40, 66365, 71032, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.60, 80.40, 2.0, 1551, 998853, 94
4, 1, 434, 40, 16, 2.20, 2.20, 86587, 12381, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.80, 196.20, 170.60, 1.6, 11527, 1882008, 89
6, 1, 2365, 91, 80, 4.00, 10.40, 31104, 26401, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 132.20, 227.80, 1.4, 4189, 1820699, 91
4, 2, 2168, 207, 142, 1.00, 1.00, 266451, 26908, 0.80, 0.80, 0.80, 0.00, 0.60, 19.40, 20.40, 58.60, 123.20, 1.0, 305, 1067419, 90
9, 0, 2578, 385, 165, 2.00, 4.40, 243996, 150373, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 0.20, 265.00, 307.20, 4.2, 2187, 1539344, 85
15, 2, 3028, 211, 147, 0.40, 0.40, 116391, 11256, 0.00, 0.00, 0.00, 0.00, 0.80, 3.80, 4.60, 25.60, 59.20, 4.6, 398, 1309442, 90
22, 1, 6798, 557, 436, 7.00, 2.40, 326097, 67166, 0.00, 0.00, 0.00, 0.00, 0.00, 10.40, 10.40, 350.40, 546.40, 5.8, 3897, 1345814, 73
45, 22, 3780, 202, 128, 5.20, 6.00, 118963, 39750, 0.00, 0.00, 0.00, 0.00, 0.20, 12.20, 20.40, 330.80, 541.00, 2.7, 795, 982021, 77
87, 57, 3900, 216, 143, 12.38, 33.93, 220639, 88324, 8.58, 25.95, 46.31, 76.85, 0.40, 23.75, 42.51, 468.06, 843.11, 2.0, 165, 1104481, 56
47, 29, 1055, 101, 86, 1.00, 1.40, 17622, 26557, 17.76, 48.30, 87.03, 160.48, 0.40, 35.73, 99.00, 162.08, 201.20, 1.7, 241, 1066601, 89
1, 0, 5703, 351, 254, 0.40, 0.60, 141136, 85738, 0.00, 0.00, 0.00, 0.00, 1.00, 3.80, 7.00, 29.60, 54.20, 1.5, 390, 1077890, 83
4, 2, 2865, 368, 134, 0.20, 0.20, 226324, 113731, 0.00, 0.00, 0.00, 0.00, 0.00, 6.40, 10.40, 24.20, 31.00, 2.4, 960, 1527998, 91
58, 79, 1203, 118, 128, 1.20, 1.60, 10510, 79501, 0.00, 0.00, 0.00, 0.00, 0.00, 45.80, 83.00, 85.80, 181.40, 1.3, 598, 948125, 83
78, 18, 1979, 306, 184, 6.60, 6.60, 81263, 90651, 11.40, 22.20, 34.40, 37.40, 2.00, 15.20, 16.00, 308.00, 559.40, 2.8, 275, 973173, 78
0, 0, 230, 12, 31, 0.40, 1.60, 430, 20073, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 19.80, 23.20, 1.0, 7828, 1875280, 98
1, 0, 1171, 177, 100, 0.80, 0.40, 130893, 105178, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 57.40, 69.80, 5.6, 4008, 1605864, 94
2, 0, 1708, 129, 96, 1.20, 1.80, 20244, 18736, 2.40, 3.20, 3.20, 0.00, 0.20, 3.80, 3.80, 93.40, 156.20, 1.8, 303, 1085696, 92
0, 0, 180, 19, 18, 0.20, 0.20, 15803, 23954, 2.59, 2.59, 2.40, 0.00, 0.20, 1.00, 1.40, 15.77, 17.76, 1.0, 285, 1752255, 96
10, 4, 1244, 77, 83, 1.20, 3.00, 169377, 48731, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 76.80, 143.40, 3.0, 914, 1513603, 90
11, 3, 813, 33, 44, 0.60, 0.60, 6232, 14433, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 52.09, 62.03, 1.5, 730, 989538, 95
51, 68, 3126, 163, 85, 1.00, 1.00, 482044, 67636, 8.00, 26.20, 34.40, 69.60, 5.40, 2.60, 3.80, 79.60, 153.60, 2.0, 199, 1029074, 89
5, 0, 4222, 692, 530, 2.00, 6.60, 614486, 379180, 0.40, 0.40, 0.40, 0.00, 0.20, 8.60, 10.60, 175.40, 236.40, 1.0, 357, 1092782, 81
3, 0, 1455, 139, 86, 0.60, 0.60, 36191, 23316, 0.00, 0.00, 0.00, 0.00, 0.00, 4.20, 6.80, 44.40, 54.00, 650, 94, 6, 0
5, 0, 2877, 102, 83, 0.20, 0.20, 70516, 4055, 0.60, 0.60, 0.60, 0.00, 0.00, 5.00, 14.00, 21.80, 118.80, 2.2, 649, 1412344, 92
6, 2, 1746, 176, 39, 0.40, 0.60, 53078, 35289, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 30.20, 84.00, 1.4, 6830, 1826608, 95
5, 2, 3380, 361, 186, 2.40, 1.20, 162994, 58649, 3.79, 4.39, 4.39, 0.00, 4.19, 2.00, 2.40, 133.93, 305.59, 1.0, 331, 972947, 83
5, 3, 3590, 263, 203, 1.00, 3.81, 596993, 101007, 12.22, 18.84, 28.26, 30.26, 15.63, 12.02, 13.23, 66.53, 142.08, 1.0, 239, 992026, 86
45, 55, 2712, 123, 120, 2.40, 2.60, 126075, 194040, 2.00, 2.20, 2.20, 0.00, 0.40, 29.80, 38.60, 128.40, 260.60, 1.5, 357, 990066, 81
24, 5, 2198, 134, 137, 1.40, 1.40, 49285, 50462, 0.00, 0.00, 0.00, 0.00, 0.20, 1.40, 1.60, 80.00, 98.00, 2.8, 914, 1537662, 89
47, 17, 2625, 340, 251, 1.60, 1.00, 87682, 214358, 3.00, 17.20, 37.00, 310.60, 1.00, 13.40, 22.20, 98.00, 186.60, 1.0, 121, 1102846, 86
1, 0, 572, 67, 50, 0.20, 0.20, 34560, 9750, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.40, 16.00, 18.60, 2.2, 1347, 1713429, 97
23, 7, 3369, 551, 347, 3.79, 2.20, 86636, 45185, 0.00, 0.00, 0.00, 0.00, 0.20, 19.76, 24.35, 200.40, 360.48, 2.2, 2732, 973673, 80
0, 0, 209, 16, 29, 0.20, 0.20, 5044, 10538, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 13.20, 16.80, 2.6, 2430, 1772118, 92
3, 1, 487, 46, 41, 2.00, 2.00, 76727, 82479, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 1.80, 188.60, 160.20, 1.2, 6294, 1850770, 89
30, 26, 1993, 185, 160, 1.20, 1.20, 529293, 226883, 18.16, 33.33, 34.33, 7.39, 3.19, 27.15, 28.74, 118.16, 218.36, 2.0, 181, 1079669, 82
18, 3, 3518, 445, 311, 4.60, 5.00, 350475, 143998, 7.40, 30.20, 52.40, 61.40, 0.80, 22.80, 25.80, 285.00, 554.60, 4.6, 185, 1291466, 75
7, 5, 2153, 134, 140, 0.20, 0.20, 160748, 106148, 0.40, 0.80, 0.80, 0.00, 0.00, 7.58, 13.77, 15.57, 224.55, 1.0, 785, 1066577, 89
16, 4, 2715, 244, 137, 1.60, 1.80, 347384, 46348, 4.00, 11.20, 23.40, 52.80, 3.00, 12.20, 33.60, 162.60, 281.40, 1.0, 284, 1019566, 82
16, 6, 2734, 219, 124, 2.20, 5.21, 234900, 68243, 0.00, 0.00, 0.00, 0.00, 0.20, 14.63, 21.64, 109.82, 218.84, 2.0, 1628, 1087989, 84
1, 0, 419, 23, 15, 1.40, 8.40, 54345, 15243, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 100.60, 111.00, 2.8, 3716, 1821034, 96
11, 4, 3632, 313, 124, 7.40, 18.20, 233748, 21962, 0.00, 0.00, 0.00, 0.00, 0.00, 10.60, 14.40, 286.00, 518.60, 5.4, 428, 1094683, 72
23, 36, 3096, 149, 147, 0.20, 0.20, 34328, 42898, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 1.80, 15.60, 17.00, 2.2, 1189, 1720062, 94
43, 10, 1642, 153, 143, 0.40, 0.80, 114798, 271973, 6.00, 15.20, 18.00, 5.00, 0.20, 6.60, 12.80, 33.00, 48.80, 4.8, 145, 1597686, 92
31, 25, 1942, 182, 124, 1.00, 1.00, 345184, 103592, 0.00, 0.00, 0.00, 0.00, 0.00, 26.40, 32.60, 54.60, 291.80, 3.2, 9684, 1373666, 88
11, 6, 2975, 303, 137, 1.00, 2.61, 53887, 26547, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.60, 71.34, 101.40, 3.7, 808, 1110774, 89
26, 16, 3638, 534, 238, 1.60, 3.60, 1071680, 590668, 0.00, 0.00, 0.00, 0.00, 55.20, 45.80, 85.00, 151.80, 449.80, 1805, 71, 29, 0
62, 11, 3587, 174, 142, 11.80, 35.40, 74641, 37564, 6.20, 6.20, 6.20, 0.00, 4.60, 5.20, 5.20, 439.60, 734.20, 5.2, 314, 1096350, 63
14, 3, 3117, 457, 400, 5.21, 2.00, 143833, 30140, 1.80, 2.00, 2.00, 0.00, 0.20, 1.20, 1.20, 266.13, 374.15, 3.0, 291, 969090, 79
10, 0, 2045, 322, 283, 6.00, 1.40, 168307, 29811, 0.60, 0.80, 0.80, 0.00, 0.20, 1.20, 1.20, 267.60, 372.40, 1.4, 346, 1741760, 82
3, 0, 2254, 107, 88, 0.60, 2.20, 206795, 72088, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 88.00, 76.80, 3.0, 990, 1547120, 95
0, 0, 224, 27, 24, 0.20, 0.20, 593, 5597, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.2, 990, 1761512, 93
1, 0, 5670, 199, 126, 0.20, 0.20, 13572, 50962, 1.20, 1.40, 1.80, 0.40, 0.20, 1.00, 1.20, 13.20, 43.00, 1.0, 128, 1013904, 94
55, 66, 1676, 153, 117, 0.20, 0.20, 56689, 68826, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 1.00, 23.40, 30.20, 2.2, 1976, 1528355, 92
0, 0, 175, 13, 19, 0.20, 0.20, 6319, 12731, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.77, 16.77, 1.0, 8186, 1865405, 98
27, 0, 5461, 176, 115, 6.40, 18.40, 107414, 87502, 1.80, 18.40, 44.20, 65.60, 0.00, 40.00, 40.60, 231.20, 515.60, 3.4, 134, 1106838, 77
19, 14, 2843, 245, 183, 2.99, 4.79, 209223, 124323, 0.00, 0.00, 0.00, 0.00, 0.00, 7.98, 12.97, 192.22, 324.35, 2.0, 2339, 1090427, 81
9, 1, 614, 27, 29, 3.80, 3.00, 58983, 14529, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 6.20, 150.40, 244.60, 1.4, 6182, 1856533, 92
11, 3, 1770, 422, 149, 1.20, 1.20, 534102, 488437, 1.40, 1.40, 1.40, 0.00, 1.20, 30.14, 56.29, 79.44, 198.00, 3.4, 362, 1032634, 85
1, 0, 4652, 276, 178, 0.80, 2.40, 93489, 25181, 1.20, 1.40, 4.61, 9.42, 0.20, 7.41, 7.41, 45.09, 130.86, 1.6, 147, 1004648, 89
3, 1, 1299, 258, 126, 0.40, 0.40, 194200, 56983, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 43.00, 118.80, 3.2, 967, 1540414, 94
22, 20, 1693, 167, 87, 1.60, 4.80, 63293, 33705, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 2.80, 146.40, 236.00, 1.3, 1682, 1081171, 90
44, 56, 3487, 272, 182, 1.80, 1.80, 200911, 51793, 0.00, 0.00, 0.00, 0.00, 0.00, 20.36, 22.55, 136.73, 239.92, 2.0, 773, 1116289, 82
21, 20, 3132, 145, 127, 0.80, 2.00, 53362, 63831, 0.00, 0.00, 0.00, 0.00, 0.00, 14.20, 15.20, 61.60, 133.80, 1.4, 859, 1005901, 84
3, 1, 3736, 161, 145, 0.40, 0.40, 10611, 211654, 0.40, 0.40, 0.40, 0.00, 0.20, 1.80, 1.80, 31.54, 60.08, 2.2, 277, 1382574, 92
20, 14, 1878, 168, 100, 5.19, 15.17, 347685, 38846, 7.58, 24.15, 47.70, 86.63, 0.40, 39.92, 72.85, 177.45, 342.51, 3.2, 189, 1105273, 77
28, 12, 4658, 366, 181, 3.20, 6.20, 652294, 177495, 9.00, 24.80, 71.00, 106.80, 1.60, 7.60, 11.80, 235.80, 476.40, 6.8, 243, 1308429, 75
10, 2, 3723, 305, 244, 0.80, 1.39, 328181, 401702, 0.00, 0.00, 0.00, 0.00, 2.59, 24.10, 32.27, 69.32, 197.01, 2.7, 1124, 1005014, 77
0, 0, 799, 42, 28, 0.20, 0.20, 1445, 16223, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.60, 15.77, 20.16, 1.0, 691, 1731210, 95
3, 1, 510, 48, 85, 2.00, 2.00, 166234, 138252, 0.00, 0.00, 0.00, 0.00, 0.00, 12.57, 24.15, 182.63, 167.47, 2.4, 5812, 1842711, 88
51, 72, 3680, 234, 179, 0.60, 1.20, 176480, 86286, 0.80, 5.80, 25.80, 52.60, 0.20, 26.00, 26.60, 65.00, 317.60, 7.2, 203, 1308542, 81
0, 0, 3918, 405, 245, 0.20, 0.20, 73824, 101855, 5.99, 11.58, 14.37, 13.57, 0.20, 8.38, 8.98, 15.77, 193.01, 1.5, 135, 1002566, 88
1, 1, 1529, 78, 67, 0.20, 0.20, 26507, 41825, 0.40, 0.40, 0.40, 0.00, 0.00, 2.20, 2.20, 13.03, 38.68, 1.3, 335, 1017246, 97
